transaction_amount,hour_of_day,is_weekend,num_items,customer_age,prev_transactions,distance_from_home,device_type,network_quality,is_first_transaction,store_type,velocity_score,is_fraud
34.75915547835254,1.0,1.0,1.0,18.0,7.0,16.337503755827186,1.0,67.89358790898574,1.0,1.0,9.704749577087204,0
103.09416764435676,2.0,0.0,4.0,40.69757370945487,2.0,18.597816263850707,0.0,78.46215244006066,0.0,1.0,5.1942679033682735,0
99.48220135786613,1.0,0.0,2.0,22.300885949300778,4.0,40.157281830323946,2.0,100.0,0.0,1.0,5.007450253938632,0
71.87666120528661,2.0,0.0,2.0,22.04055650160391,8.0,17.32149620839465,0.0,74.1270667842079,0.0,0.0,5.411659589287989,0
99.48220135786613,2.0,0.0,0.0,18.0,10.0,6.463547564518239,1.0,71.67255404540155,0.0,1.0,5.089436403273408,0
118.9883818020448,2.0,0.0,2.0,37.04122022758092,3.0,47.830296466584784,0.0,66.57155842718885,0.0,1.0,4.235038914323011,0
90.97600432046872,3.0,0.0,1.0,53.83304017976381,0.0,7.286226631894797,0.0,56.08016261527284,0.0,0.0,3.419058594819916,0
129.42766348853598,2.0,1.0,10.0,47.54574575637366,4.0,78.29515506433428,0.0,75.3063462131577,0.0,0.0,4.48611674676608,0
99.48220135786613,3.0,1.0,4.0,35.42989186076995,11.0,19.532140103394426,0.0,76.33045003159089,0.0,1.0,4.187493868695961,0
99.33476823106824,2.0,0.0,4.0,64.37393178422795,9.0,34.29875288222541,1.0,72.36699987989218,0.0,1.0,5.007450253938632,1
7.996112774712358,3.0,0.0,1.0,48.46527930945861,6.0,34.14304238158385,0.0,100.0,0.0,0.0,6.039262668543312,0
125.30788277303562,3.0,0.0,3.0,39.492507641541664,14.0,68.23201461990037,2.0,100.0,0.0,0.0,5.427917408865472,0
147.0385593994108,3.0,0.0,2.0,26.061007064718968,3.0,17.32149620839465,2.0,92.15520485081409,1.0,0.0,5.007450253938632,0
99.48220135786613,2.0,0.0,1.0,18.0,6.0,5.494290269794392,1.0,89.82546073365134,0.0,0.0,8.296589565260952,0
104.1493709406255,2.0,0.0,6.0,31.8222318784699,1.0,33.58008068454246,0.0,63.49881409046036,0.0,1.0,5.273970182745556,0
69.63692929569578,1.0,0.0,5.0,35.36118685564479,0.0,2.8880115192143085,0.0,75.94746237554249,0.0,1.0,5.486924724844847,0
121.03498155092394,1.0,0.0,1.0,51.1070120692935,3.0,71.30392444875505,0.0,50.11513085137634,0.0,0.0,9.636536653431882,1
151.76246673618763,1.0,0.0,5.0,40.36005936761137,10.0,3.1024215980286187,1.0,64.1072707527772,1.0,1.0,5.007450253938632,1
99.48220135786613,3.0,1.0,2.0,61.99785234730264,1.0,23.50968319931286,0.0,73.65743629131882,0.0,0.0,7.051980753987298,0
104.853877467402,1.0,0.0,2.0,21.135837446696545,7.0,66.88444712037914,0.0,41.20551205281994,0.0,0.0,0.2489639161468932,0
135.90928628539672,2.0,1.0,1.0,44.27255152206432,17.0,11.16956268335879,0.0,69.6937012610101,0.0,0.0,4.101800834527787,1
65.09001626944752,3.0,0.0,3.0,46.145956089032026,1.0,71.65625436959799,2.0,75.0341539249248,0.0,0.0,3.4802321010874726,0
99.9645702711677,2.0,0.0,2.0,34.078163787309485,6.0,43.81872005577568,1.0,97.36098317303716,0.0,0.0,5.735936580945171,0
124.88715445456972,2.0,0.0,6.0,18.0,0.0,32.86240260507812,0.0,57.66822170511685,0.0,1.0,4.257885377069818,0
156.20563599930068,1.0,0.0,4.0,18.0,5.0,84.05216922079526,0.0,96.0126090252446,1.0,0.0,3.240663273267711,0
70.60718475459998,3.0,0.0,5.0,26.606652976667384,0.0,43.01641875970168,0.0,42.72230795676435,0.0,0.0,4.899012806134282,0
